students
,stud.id,gender,age,height,weight,religion,nc.score,semester,major,minor,score1,score2,online.tutorial,graduated,salary
5115,527540,Male,23,168,67.4,Catholic,1.06,5th,Economics and Finance,Biology,70,70,1,1,43516.3766196834
5116,384661,Male,20,180,77.8,Protestant,2.15,6th,Social Sciences,Mathematics and Statistics,47,50,1,1,40318.8474219537
5117,604819,Male,22,171,73.7,Other,1.57,2nd,Economics and Finance,Biology,NA,NA,0,0,NA
5118,733420,Female,22,162,60.2,Other,2.83,2nd,Political Science,Economics and Finance,NA,NA,0,0,NA
5119,883994,Male,24,206,116,Protestant,1.12,3rd,Biology,Economics and Finance,77,72,0,0,NA
5120,606322,Female,21,163,62.2,Orthodox,1.59,3rd,Economics and Finance,Social Sciences,66,69,0,0,NA
5121,316772,Male,21,172,71.6,Other,3.54,6th,Social Sciences,Mathematics and Statistics,53,47,0,1,37363.1056028285
5122,324770,Female,20,164,66.1,Catholic,1.77,4th,Social Sciences,Biology,48,54,0,0,NA
5123,167311,Male,20,176,77.5,Other,1.82,2nd,Environmental Sciences,Social Sciences,NA,NA,0,0,NA
5124,736383,Female,20,154,65.1,Other,3.47,2nd,Biology,Economics and Finance,NA,NA,0,0,NA
5125,335511,Male,19,190,89.5,Other,1.8,>6th,Economics and Finance,Biology,66,71,1,1,57318.0488454764
5126,974101,Female,21,166,69.5,Other,1.32,1st,Social Sciences,Mathematics and Statistics,NA,NA,0,0,NA
5127,792821,Female,21,162,62.5,Protestant,3.36,3rd,Environmental Sciences,Economics and Finance,71,75,0,0,NA
5128,773670,Male,19,174,74.4,Catholic,2.82,2nd,Mathematics and Statistics,Biology,NA,NA,0,0,NA
5129,964663,Female,23,167,68.8,Catholic,1.15,1st,Biology,Social Sciences,NA,NA,0,0,NA
5130,737039,Female,21,164,68.6,Catholic,1.48,1st,Biology,Social Sciences,NA,NA,0,0,NA
5131,382896,Male,21,166,69.7,Catholic,1.55,3rd,Mathematics and Statistics,Biology,89,91,0,0,NA
5132,954375,Female,21,171,68.9,Other,1.49,3rd,Environmental Sciences,Mathematics and Statistics,75,71,0,0,NA
5133,630150,Male,57,186,85.7,Other,1.41,6th,Biology,Political Science,78,79,1,0,NA
5134,675873,Male,22,162,65.3,Other,1.53,2nd,Social Sciences,Political Science,NA,NA,0,0,NA
5135,502172,Male,21,172,74.4,Catholic,2.59,3rd,Mathematics and Statistics,Environmental Sciences,85,87,1,0,NA
5136,646810,Male,22,197,95,Orthodox,1.23,4th,Economics and Finance,Social Sciences,61,63,0,0,NA
5137,870548,Male,18,182,82.1,Catholic,1.1,1st,Economics and Finance,Biology,NA,NA,0,0,NA
5138,294459,Female,27,164,67.7,Orthodox,3.44,3rd,Biology,Mathematics and Statistics,80,86,0,0,NA
5139,883840,Male,23,159,61.5,Protestant,2.93,3rd,Mathematics and Statistics,Political Science,83,89,1,0,NA
5140,459810,Female,22,161,62.8,Catholic,2.62,4th,Political Science,Economics and Finance,54,45,0,1,21485.6208996284
5141,137111,Female,20,162,70.1,Other,1.37,3rd,Political Science,Economics and Finance,56,60,1,0,NA
5142,577624,Male,20,183,79.6,Other,1.96,4th,Economics and Finance,Biology,61,60,1,0,NA
5143,268720,Male,19,184,84.8,Protestant,1.48,4th,Economics and Finance,Environmental Sciences,69,69,0,0,NA
5144,208576,Female,21,165,66.5,Catholic,1.49,1st,Environmental Sciences,Biology,NA,NA,0,0,NA
5145,638764,Female,22,150,58.5,Other,1.12,3rd,Biology,Social Sciences,69,77,1,0,NA
5146,298203,Male,19,160,63,Catholic,1.38,3rd,Political Science,Mathematics and Statistics,57,50,0,0,NA
5147,892851,Male,22,180,80.9,Protestant,2.04,3rd,Economics and Finance,Environmental Sciences,69,71,1,0,NA
5148,527539,Male,21,178,76.5,Catholic,1.11,5th,Economics and Finance,Political Science,64,68,1,1,42592.8277120576
5149,937879,Male,44,191,85.6,Catholic,1.66,3rd,Biology,Mathematics and Statistics,83,78,1,0,NA
5150,641655,Male,18,166,64.4,Protestant,2.59,2nd,Economics and Finance,Social Sciences,NA,NA,0,0,NA
5151,297291,Female,20,162,66.2,Protestant,1.64,4th,Environmental Sciences,Biology,73,66,0,1,35433.0921525185
5152,722150,Female,23,178,74.5,Other,1.71,>6th,Social Sciences,Political Science,44,52,0,1,34227.492159532
5153,669986,Male,20,167,70.6,Catholic,2.47,6th,Political Science,Social Sciences,65,62,0,1,40540.1246202083
5154,542783,Male,19,195,96,Catholic,1.36,1st,Environmental Sciences,Political Science,NA,NA,0,0,NA
5155,138149,Male,21,169,67.7,Other,2.83,1st,Economics and Finance,Environmental Sciences,NA,NA,0,0,NA
5156,446752,Male,20,174,71,Catholic,2.22,4th,Biology,Political Science,80,77,1,0,NA
5157,341051,Male,22,166,63.6,Protestant,2.39,6th,Biology,Environmental Sciences,81,83,1,1,50860.4898530698
5158,157814,Male,26,187,83.4,Catholic,1.18,2nd,Environmental Sciences,Mathematics and Statistics,NA,NA,0,0,NA
5159,815523,Male,19,175,73.2,Catholic,1.59,1st,Environmental Sciences,Economics and Finance,NA,NA,0,0,NA
5160,366211,Male,19,180,79.3,Catholic,2.2,4th,Mathematics and Statistics,Biology,89,86,1,0,NA
5161,821486,Female,23,166,69.9,Orthodox,1.69,3rd,Environmental Sciences,Social Sciences,78,64,1,0,NA
5162,259249,Female,44,166,71.3,Muslim,1.63,4th,Economics and Finance,Biology,73,72,1,0,NA
5163,531911,Female,18,156,64.6,Catholic,1.55,6th,Economics and Finance,Political Science,68,66,0,1,37245.8651394294
5164,731680,Male,19,168,70.1,Protestant,1.96,3rd,Economics and Finance,Mathematics and Statistics,70,74,1,0,NA
5165,706945,Male,24,183,81,Catholic,1.99,>6th,Mathematics and Statistics,Economics and Finance,87,92,1,1,52979.8049841679
5166,569726,Female,18,163,65,Other,3.19,1st,Biology,Economics and Finance,NA,NA,0,0,NA
5167,624510,Male,20,181,80.6,Catholic,1.67,4th,Environmental Sciences,Political Science,67,70,1,0,NA
5168,706538,Female,23,157,60.7,Other,1.28,3rd,Political Science,Biology,50,59,1,0,NA
5169,963838,Male,20,166,67.4,Muslim,2.46,3rd,Economics and Finance,Mathematics and Statistics,70,63,0,0,NA
5170,641963,Male,22,185,84.4,Protestant,2.36,2nd,Environmental Sciences,Biology,NA,NA,0,0,NA
5171,395931,Male,32,170,72.3,Other,3.81,3rd,Environmental Sciences,Biology,77,76,0,0,NA
5172,490037,Female,25,161,66.7,Other,1.98,6th,Mathematics and Statistics,Social Sciences,91,86,0,0,NA
5173,277261,Male,20,172,72.1,Protestant,3.85,5th,Environmental Sciences,Political Science,63,70,1,1,41138.7054191449
5174,705548,Female,22,155,65.6,Other,2.47,4th,Social Sciences,Economics and Finance,40,47,1,1,31497.0941299167
5175,195276,Male,20,184,85.7,Other,1.95,2nd,Political Science,Environmental Sciences,NA,NA,0,0,NA
5176,948960,Male,21,177,77.8,Other,2.23,4th,Economics and Finance,Social Sciences,58,70,1,1,54335.2416451859
5177,919034,Female,26,161,66,Catholic,1.27,4th,Mathematics and Statistics,Political Science,89,93,1,1,32999.5022311502
5178,474148,Female,21,171,72.8,Protestant,2.04,1st,Social Sciences,Mathematics and Statistics,NA,NA,0,0,NA
5179,556189,Female,22,172,71.4,Protestant,2.96,2nd,Economics and Finance,Political Science,NA,NA,0,0,NA
5180,878532,Female,28,174,76.1,Other,2.58,3rd,Environmental Sciences,Economics and Finance,73,68,0,0,NA
5181,737465,Female,22,149,56.4,Protestant,1.02,2nd,Biology,Mathematics and Statistics,NA,NA,0,0,NA
5182,679222,Male,22,179,77.1,Protestant,2.3,4th,Environmental Sciences,Mathematics and Statistics,69,76,1,0,NA
5183,244600,Female,21,160,63.3,Orthodox,1.98,4th,Political Science,Mathematics and Statistics,53,56,0,0,NA
5184,498945,Female,21,162,65.6,Other,1.54,1st,Biology,Economics and Finance,NA,NA,0,0,NA
5185,418070,Female,23,170,75,Orthodox,3.77,2nd,Biology,Political Science,NA,NA,0,0,NA
5186,453953,Male,23,184,82.7,Catholic,3.3,6th,Economics and Finance,Environmental Sciences,69,73,1,0,NA
5187,814905,Male,22,196,95.2,Other,1.56,4th,Environmental Sciences,Biology,60,71,0,0,NA
5188,766265,Male,22,179,77,Catholic,1.14,3rd,Mathematics and Statistics,Political Science,89,88,0,0,NA
5189,550820,Male,18,183,82.1,Catholic,1.37,6th,Environmental Sciences,Political Science,76,74,1,1,38764.3993278428
5190,926236,Female,19,174,75.9,Catholic,3.22,1st,Environmental Sciences,Social Sciences,NA,NA,0,0,NA
5191,860592,Female,21,152,62.8,Protestant,2.76,4th,Biology,Political Science,81,80,1,0,NA
5192,419577,Female,21,172,73.1,Catholic,3.57,3rd,Economics and Finance,Environmental Sciences,74,72,1,0,NA
5193,955433,Female,22,174,74.3,Catholic,3.42,3rd,Social Sciences,Mathematics and Statistics,46,44,1,0,NA
5194,186997,Female,20,178,74.4,Catholic,1.52,2nd,Political Science,Social Sciences,NA,NA,0,0,NA
5195,566761,Male,21,191,89.7,Other,1.03,4th,Mathematics and Statistics,Social Sciences,94,86,1,0,NA
5196,146484,Male,23,169,72.1,Catholic,2.71,5th,Mathematics and Statistics,Social Sciences,89,95,1,1,58071.535275185
5197,893414,Female,21,164,65.6,Protestant,1.15,2nd,Political Science,Economics and Finance,NA,NA,0,0,NA
5198,209573,Female,21,169,65.6,Protestant,2.91,3rd,Social Sciences,Political Science,52,38,1,0,NA
5199,804122,Female,23,150,61.6,Other,2.72,3rd,Biology,Environmental Sciences,77,74,0,0,NA
5200,347215,Male,21,178,75.8,Protestant,3.26,1st,Political Science,Biology,NA,NA,0,0,NA
5201,557008,Male,23,185,84.9,Catholic,2.22,5th,Environmental Sciences,Biology,74,79,1,1,39687.6558349773
5202,938576,Female,21,153,59.9,Catholic,1.34,2nd,Biology,Mathematics and Statistics,NA,NA,0,0,NA
5203,890171,Female,21,169,72.8,Orthodox,1.09,1st,Political Science,Biology,NA,NA,0,0,NA
5204,404956,Male,23,182,80.9,Other,2.73,6th,Economics and Finance,Mathematics and Statistics,71,61,1,0,NA
5205,298735,Female,24,171,69.9,Protestant,1.52,2nd,Political Science,Mathematics and Statistics,NA,NA,0,0,NA
5206,553552,Female,18,159,64.3,Other,1.14,1st,Political Science,Social Sciences,NA,NA,0,0,NA
5207,815035,Female,19,169,69.9,Catholic,1.23,2nd,Political Science,Environmental Sciences,NA,NA,0,0,NA
5208,494528,Female,20,162,65.7,Other,1.16,2nd,Biology,Political Science,NA,NA,0,0,NA
5209,292452,Male,25,172,70.7,Other,1.07,6th,Environmental Sciences,Biology,73,70,1,1,39075.8555732475
5210,205437,Male,19,180,79.8,Other,1.82,1st,Biology,Political Science,NA,NA,0,0,NA
5211,492402,Female,21,168,70.8,Other,2.93,1st,Social Sciences,Environmental Sciences,NA,NA,0,0,NA
5212,284223,Female,19,164,61.3,Protestant,2.68,2nd,Environmental Sciences,Political Science,NA,NA,0,0,NA
5213,239190,Male,19,177,77.7,Other,1.69,3rd,Economics and Finance,Biology,68,73,1,0,NA
5214,206546,Male,19,180,75.9,Catholic,2.66,4th,Political Science,Biology,57,71,1,1,37929.5209251087
5215,218151,Male,25,177,78.5,Orthodox,3.16,4th,Economics and Finance,Social Sciences,62,74,1,0,NA
5216,638632,Male,23,170,67.7,Catholic,1.08,3rd,Environmental Sciences,Mathematics and Statistics,71,77,1,0,NA
5217,239431,Male,34,182,82.4,Protestant,2.56,1st,Political Science,Social Sciences,NA,NA,0,0,NA
5218,589796,Female,21,158,64.7,Muslim,2.73,4th,Environmental Sciences,Biology,65,63,0,1,37934.9727068745
5219,439281,Female,20,169,69.8,Catholic,1.44,4th,Social Sciences,Mathematics and Statistics,52,41,0,0,NA
5220,643380,Male,22,182,79.7,Catholic,1.61,3rd,Political Science,Economics and Finance,58,51,0,0,NA
5221,131590,Male,18,179,79.4,Catholic,2.07,2nd,Environmental Sciences,Mathematics and Statistics,NA,NA,0,0,NA
5222,843806,Female,20,153,62.8,Catholic,1.02,1st,Environmental Sciences,Economics and Finance,NA,NA,0,0,NA
5223,627076,Male,20,176,76.3,Protestant,3.2,4th,Economics and Finance,Political Science,66,73,1,0,NA
5224,179613,Male,23,170,70,Catholic,1.04,4th,Environmental Sciences,Social Sciences,72,72,1,0,NA
5225,888732,Male,21,175,76,Protestant,3.54,4th,Environmental Sciences,Social Sciences,72,71,0,0,NA
5226,468760,Female,21,177,77.5,Catholic,2.9,3rd,Environmental Sciences,Economics and Finance,72,75,0,0,NA
5227,563172,Female,22,170,70.4,Other,2.64,2nd,Social Sciences,Biology,NA,NA,0,0,NA
5228,759358,Female,21,180,77.9,Other,1.67,4th,Biology,Political Science,75,79,0,1,46318.7528358208
5229,532244,Male,20,178,79.5,Catholic,1.82,1st,Economics and Finance,Biology,NA,NA,0,0,NA
5230,631253,Female,21,159,65.6,Other,2.98,6th,Economics and Finance,Mathematics and Statistics,67,67,1,1,25350.6901323523
5231,728778,Female,21,170,68.2,Other,1.11,1st,Environmental Sciences,Biology,NA,NA,0,0,NA
5232,773462,Female,20,165,69,Catholic,1.65,3rd,Political Science,Social Sciences,57,61,1,0,NA
5233,252549,Female,21,160,65.2,Catholic,1.98,3rd,Economics and Finance,Social Sciences,70,70,1,0,NA
5234,586010,Male,19,190,92.1,Catholic,1.98,3rd,Environmental Sciences,Social Sciences,75,70,1,0,NA
5235,233581,Male,32,189,90.4,Other,1.35,2nd,Environmental Sciences,Economics and Finance,NA,NA,0,0,NA
5236,384941,Female,21,174,74.6,Catholic,1.79,4th,Political Science,Social Sciences,57,55,1,0,NA
5237,313510,Male,21,177,74.2,Other,1.29,2nd,Economics and Finance,Biology,NA,NA,0,0,NA
5238,798180,Male,24,179,79.6,Catholic,1.09,1st,Mathematics and Statistics,Environmental Sciences,NA,NA,0,0,NA
5239,358448,Male,21,181,80.6,Muslim,1.78,4th,Mathematics and Statistics,Economics and Finance,85,90,1,1,45861.4106974169
5240,821923,Male,18,177,76.7,Other,1.29,2nd,Social Sciences,Political Science,NA,NA,0,0,NA
5241,397733,Female,21,179,73.5,Protestant,2.1,1st,Biology,Social Sciences,NA,NA,0,0,NA
5242,520680,Male,23,179,79.1,Catholic,2.24,5th,Biology,Political Science,69,76,1,0,NA
5243,168630,Female,20,162,62.8,Other,1.21,2nd,Social Sciences,Economics and Finance,NA,NA,0,0,NA
5244,798749,Female,20,160,64.8,Other,1.3,1st,Social Sciences,Economics and Finance,NA,NA,0,0,NA
5245,174870,Male,20,178,76.7,Other,1.74,1st,Biology,Social Sciences,NA,NA,0,0,NA
5246,356792,Female,21,168,67.4,Other,2.86,4th,Social Sciences,Mathematics and Statistics,47,48,0,0,NA
5247,725292,Female,23,159,62.3,Protestant,3.23,3rd,Biology,Economics and Finance,79,77,1,0,NA
5248,211267,Male,21,175,72.5,Catholic,2.92,2nd,Political Science,Environmental Sciences,NA,NA,0,0,NA
5249,397903,Male,21,187,89.7,Catholic,3.44,4th,Mathematics and Statistics,Political Science,87,93,1,0,NA
5250,432846,Male,23,190,91.6,Catholic,1.57,2nd,Environmental Sciences,Political Science,NA,NA,0,0,NA
5251,802028,Male,18,173,70.6,Other,2.99,2nd,Mathematics and Statistics,Political Science,NA,NA,0,0,NA
5252,301830,Female,36,164,69.6,Other,1.78,1st,Environmental Sciences,Social Sciences,NA,NA,0,0,NA
5253,728795,Female,25,175,73.8,Catholic,1.64,2nd,Environmental Sciences,Political Science,NA,NA,0,0,NA
5254,720641,Female,61,149,58.6,Other,1.98,2nd,Environmental Sciences,Biology,NA,NA,0,0,NA
5255,341170,Male,21,166,71.9,Other,1.44,1st,Mathematics and Statistics,Biology,NA,NA,0,0,NA
5256,701651,Female,23,176,73.7,Protestant,1.61,2nd,Economics and Finance,Environmental Sciences,NA,NA,0,0,NA
5257,759433,Female,23,179,77.1,Catholic,3.26,5th,Social Sciences,Economics and Finance,44,44,1,0,NA
5258,113718,Male,22,185,81.8,Other,2.63,4th,Political Science,Social Sciences,51,56,0,1,45158.1359962613
5259,373212,Male,21,180,77.6,Catholic,1.06,5th,Political Science,Social Sciences,59,54,1,1,49238.0370189251
5260,883047,Female,21,155,63.6,Other,2.25,1st,Environmental Sciences,Biology,NA,NA,0,0,NA
5261,531885,Female,20,150,56.3,Other,1.34,3rd,Biology,Social Sciences,79,78,1,0,NA
5262,194400,Male,23,175,72.4,Protestant,1.55,3rd,Mathematics and Statistics,Environmental Sciences,88,89,0,0,NA
5263,723103,Male,20,179,82,Protestant,3.61,3rd,Social Sciences,Economics and Finance,48,45,0,0,NA
5264,513013,Male,22,182,77,Protestant,3.32,6th,Economics and Finance,Environmental Sciences,71,57,1,1,46653.1039007179
5265,804497,Male,22,168,68.6,Protestant,1.06,1st,Environmental Sciences,Political Science,NA,NA,0,0,NA
5266,947938,Male,20,183,82.7,Orthodox,3.48,4th,Biology,Environmental Sciences,78,79,0,0,NA
5267,808225,Male,23,190,92.7,Muslim,3.58,2nd,Mathematics and Statistics,Social Sciences,NA,NA,0,0,NA
5268,133892,Male,19,180,79.1,Catholic,1.37,1st,Economics and Finance,Environmental Sciences,NA,NA,0,0,NA
5269,631070,Female,21,162,62.2,Orthodox,2.62,4th,Biology,Economics and Finance,75,82,1,0,NA
5270,646989,Female,24,163,64.4,Orthodox,1.99,2nd,Political Science,Economics and Finance,NA,NA,0,0,NA
5271,480062,Female,19,160,64.4,Catholic,1.76,3rd,Mathematics and Statistics,Social Sciences,91,94,1,0,NA
5272,582051,Male,18,174,74.9,Other,1.85,2nd,Environmental Sciences,Mathematics and Statistics,NA,NA,0,0,NA
5273,894126,Male,23,178,80.8,Other,1.08,5th,Environmental Sciences,Economics and Finance,72,61,0,1,42788.5967681135
5274,876385,Female,23,163,64.3,Protestant,1.32,3rd,Political Science,Economics and Finance,56,53,1,0,NA
5275,761151,Female,22,160,62.7,Protestant,1.32,1st,Biology,Environmental Sciences,NA,NA,0,0,NA
5276,842171,Male,23,194,90.9,Catholic,2.18,3rd,Economics and Finance,Biology,71,65,0,0,NA
5277,185017,Female,20,165,74.2,Protestant,2.41,2nd,Environmental Sciences,Mathematics and Statistics,NA,NA,0,0,NA
5278,362810,Female,21,160,68.7,Protestant,1.43,5th,Political Science,Biology,48,56,0,0,NA
5279,370817,Female,20,176,74.5,Other,3.16,3rd,Environmental Sciences,Political Science,62,70,0,0,NA
5280,246205,Male,18,176,77.1,Catholic,2.05,1st,Environmental Sciences,Mathematics and Statistics,NA,NA,0,0,NA
5281,797550,Female,23,170,67.9,Catholic,1.86,3rd,Social Sciences,Economics and Finance,42,44,1,0,NA
5282,978720,Female,19,178,76.8,Protestant,1.37,4th,Economics and Finance,Mathematics and Statistics,66,68,0,0,NA
5283,352894,Male,20,170,75.4,Catholic,1.38,6th,Mathematics and Statistics,Biology,88,95,0,1,50014.2900569513
5284,714200,Female,21,168,71.2,Protestant,1.39,3rd,Biology,Environmental Sciences,76,84,1,0,NA
5285,462975,Male,21,172,74.3,Catholic,1.82,1st,Economics and Finance,Social Sciences,NA,NA,0,0,NA
5286,141195,Male,19,175,72.3,Catholic,1.17,3rd,Environmental Sciences,Economics and Finance,70,67,1,0,NA
5287,302551,Male,22,182,81.3,Protestant,1.48,3rd,Environmental Sciences,Economics and Finance,70,79,1,0,NA
5288,811523,Male,23,183,81.6,Catholic,2.19,2nd,Economics and Finance,Social Sciences,NA,NA,0,0,NA
5289,174533,Male,21,169,70.9,Protestant,1,4th,Mathematics and Statistics,Environmental Sciences,88,87,1,0,NA
5290,470793,Female,20,155,62.9,Muslim,1.96,2nd,Environmental Sciences,Social Sciences,NA,NA,0,0,NA
5291,769418,Male,22,173,76.3,Protestant,1.36,5th,Environmental Sciences,Economics and Finance,73,74,1,1,31812.0494551429
5292,118420,Female,21,164,72.3,Other,1.08,4th,Political Science,Environmental Sciences,48,66,1,1,19481.3338059075
5293,775457,Male,20,180,78.8,Orthodox,2.83,5th,Mathematics and Statistics,Social Sciences,84,91,0,1,41163.7856726383
5294,949011,Male,20,172,67.6,Other,2.18,2nd,Environmental Sciences,Political Science,NA,NA,0,0,NA
5295,359520,Female,19,157,64.5,Other,2.83,2nd,Biology,Mathematics and Statistics,NA,NA,0,0,NA
5296,728190,Male,24,179,81.4,Protestant,3.97,>6th,Environmental Sciences,Political Science,73,75,1,1,40202.6415823771
5297,383057,Male,20,183,82.9,Catholic,1.09,3rd,Mathematics and Statistics,Environmental Sciences,85,93,1,0,NA
5298,533968,Male,20,178,76.5,Other,3.94,6th,Economics and Finance,Biology,68,69,1,1,50225.8204461878
5299,403766,Female,24,161,67.6,Catholic,3.1,4th,Biology,Political Science,74,79,0,0,NA
5300,201787,Male,19,165,68.6,Other,1.19,1st,Economics and Finance,Social Sciences,NA,NA,0,0,NA
5301,836072,Female,19,169,65.4,Catholic,3.39,3rd,Social Sciences,Political Science,49,46,0,0,NA
5302,713044,Female,22,162,67.5,Catholic,3.41,2nd,Political Science,Environmental Sciences,NA,NA,0,0,NA
5303,512220,Male,25,193,93.8,Protestant,3.82,4th,Mathematics and Statistics,Social Sciences,82,87,0,1,61615.8475202409
5304,842932,Male,22,178,74.6,Orthodox,1.61,1st,Environmental Sciences,Biology,NA,NA,0,0,NA
5305,124535,Female,22,159,60.5,Catholic,1.05,2nd,Mathematics and Statistics,Social Sciences,NA,NA,0,0,NA
5306,215204,Female,21,182,82,Orthodox,1.24,1st,Environmental Sciences,Biology,NA,NA,0,0,NA
5307,313074,Female,23,172,75.6,Other,1.82,1st,Political Science,Environmental Sciences,NA,NA,0,0,NA
5308,754917,Female,25,144,57.5,Catholic,2.21,1st,Biology,Political Science,NA,NA,0,0,NA
5309,157587,Male,24,176,73.8,Catholic,2.07,5th,Biology,Environmental Sciences,81,76,0,1,66607.2943222574
5310,745348,Male,20,172,70.3,Protestant,3.05,5th,Environmental Sciences,Economics and Finance,76,72,1,0,NA
